id,data_inversa,dia_semana,horario,uf,br,km,municipio,latitude,longitude,feridos_leves,feridos_graves,mortos,classificacao_acidente,causa_principal,causa_acidente,tipo_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,sentido_via
750400,2026-02-06,sexta-feira,10:50:00,GO,70.0,6,aguas lindas de goias,-15.7468405,-48.266014,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Colisão transversal,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
750401,2026-02-06,sexta-feira,11:00:00,DF,40.0,0,brasilia,-15.817114,-47.975628,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Pleno dia,Nublado,Dupla,Reta,Não,Crescente
750402,2026-02-06,sexta-feira,11:00:00,PE,101.0,78,jaboatao dos guararapes,-8.14033,-34.94666,3.0,3.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
750403,2026-02-06,sexta-feira,10:20:00,MT,364.0,427,campo verde,-15.817588,-55.407185,2.0,0.0,0.0,Com Vítimas Feridas,Não,Carga excessiva e/ou mal acondicionada,Tombamento,Pleno dia,Nublado,Simples,Curva;Viaduto,Não,Decrescente
750404,2026-02-06,sexta-feira,09:30:00,SC,280.0,"235,9",canoinhas,-26.194004,-50.421528,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
750406,2026-02-06,sexta-feira,10:40:00,GO,60.0,352,santo antonio da barra,-17.598291,-50.73292,2.0,0.0,0.0,Com Vítimas Feridas,Não,Condutor Dormindo,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
750407,2026-02-06,sexta-feira,11:59:00,ES,101.0,141,linhares,-19.31261,-40.078915,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
750408,2026-02-06,sexta-feira,08:30:00,PR,277.0,81,curitiba,-25.45941,-49.22088,12.0,0.0,0.0,Com Vítimas Feridas,Não,Ultrapassagem Indevida,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
750409,2026-02-06,sexta-feira,10:20:00,MG,381.0,855,pouso alegre,-22.270494,-45.89239,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Nublado,Dupla,Reta,Não,Decrescente
750411,2026-02-06,sexta-feira,12:00:00,RS,116.0,267,canoas,-29.952692,-51.176235,8.0,0.0,0.0,Com Vítimas Feridas,Não,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
750412,2026-02-06,sexta-feira,09:30:00,MT,158.0,635,nova xavantina,-14.557495,-52.364357,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Tombamento,Pleno dia,Nublado,Simples,Reta,Não,Decrescente
750413,2026-02-06,sexta-feira,10:40:00,SC,282.0,322,campos novos,-27.375107,-51.072502,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Tombamento,Pleno dia,Céu Claro,Simples,Interseção de Vias;Curva,Não,Decrescente
750414,2026-02-06,sexta-feira,12:22:00,BA,101.0,264,santo antonio de jesus,-12.979798,-39.285732,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
750416,2026-02-06,sexta-feira,09:10:00,MG,381.0,642,santo antonio do amparo,-20.892174,-44.855804,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Colisão com objeto,Pleno dia,Chuva,Dupla,Reta,Não,Crescente
750417,2026-02-06,sexta-feira,11:30:00,BA,116.0,"25,6",vitoria da conquista,-14.852559,-40.80088,0.0,0.0,3.0,Com Vítimas Fatais,Sim,Ultrapassagem Indevida,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
750418,2026-02-06,sexta-feira,12:20:00,RN,110.0,"44,4",mossoro,-5.1909084,-37.308807,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Interseção de Vias,Sim,Crescente
750419,2026-01-24,sábado,09:15:00,SC,282.0,568,nova erechim,-26.90393,-52.911358,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ultrapassagem Indevida,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750420,2026-02-06,sexta-feira,12:15:00,RS,290.0,"142,3",eldorado do sul,-30.091629,-51.632618,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750421,2026-02-06,sexta-feira,12:40:00,PR,376.0,"81,1",guairaca,-22.958366,-52.65514,9.0,0.0,6.0,Com Vítimas Fatais,Sim,Objeto estático sobre o leito carroçável,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Declive,Não,Crescente
750423,2026-02-06,sexta-feira,13:10:00,SC,101.0,241,palhoca,-27.871061,-48.64656,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Saída de leito carroçável,Pleno dia,Céu Claro,Múltipla,Reta,Não,Crescente
750424,2026-01-12,segunda-feira,08:30:00,PR,277.0,7,foz do iguacu,-25.574266,-54.54993,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Faixas de trânsito com largura insuficiente,Atropelamento de Pedestre,Pleno dia,Sol,Simples,Em Obras;Interseção de Vias,Não,Decrescente
750425,2026-02-06,sexta-feira,11:45:00,PR,376.0,4,apucarana,-23.549557,-51.44975,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
750426,2026-02-06,sexta-feira,12:40:00,SC,282.0,499,xanxere,-26.879969,-52.35496,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750427,2026-02-06,sexta-feira,06:30:00,RS,290.0,"410,8",sao gabriel,-30.360126,-54.26058,0.0,3.0,0.0,Com Vítimas Feridas,Sim,Condutor Dormindo,Tombamento,Amanhecer,Céu Claro,Simples,Reta;Declive,Não,Decrescente
750428,2026-02-05,quinta-feira,07:20:00,RS,285.0,"202,2",lagoa vermelha,-28.215677,-51.55195,60.0,0.0,0.0,Com Vítimas Feridas,Não,Falta de acostamento,Colisão com objeto,Pleno dia,Céu Claro,Simples,Curva;Aclive,Não,Decrescente
750429,2026-02-06,sexta-feira,14:15:00,GO,60.0,92,anapolis,-16.348242,-48.9085,0.0,0.0,0.0,Sem Vítimas,Não,Ingestão de álcool pelo condutor,Colisão com objeto,Pleno dia,Chuva,Dupla,Reta,Sim,Decrescente
750430,2026-02-06,sexta-feira,12:50:00,PE,232.0,105,bezerros,-8.26201,-35.7867,0.0,0.0,0.0,Sem Vítimas,Sim,Carga excessiva e/ou mal acondicionada,Eventos atípicos,Pleno dia,Sol,Dupla,Reta,Não,Decrescente
750431,2026-02-06,sexta-feira,13:50:00,SC,153.0,"89,6",concordia,-27.191628,-51.935978,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Pleno dia,Céu Claro,Simples,Rotatória,Sim,Crescente
750432,2026-02-06,sexta-feira,13:30:00,RJ,101.0,477,angra dos reis,-22.989899,-44.241966,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão frontal,Pleno dia,Céu Claro,Simples,Curva,Sim,Crescente
750433,2026-02-06,sexta-feira,13:30:00,SE,101.0,116,itaporanga dajuda,-11.00263,-37.307816,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
750434,2026-02-06,sexta-feira,05:10:00,GO,80.0,379,sao miguel do araguaia,-13.29924,-50.3146,0.0,0.0,9.0,Com Vítimas Fatais,Não,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Amanhecer,Céu Claro,Simples,Reta,Não,Crescente
750435,2026-02-06,sexta-feira,07:00:00,MG,262.0,"477,5",bom despacho,-19.78419,-45.32559,9.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750436,2026-02-06,sexta-feira,13:00:00,MA,230.0,405,balsas,-7.5200653,-46.063194,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Garoa/Chuvisco,Simples,Reta;Retorno Regulamentado,Sim,Crescente
750437,2026-02-06,sexta-feira,14:15:00,PR,277.0,"586,4",cascavel,-24.966204,-53.403824,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Colisão com objeto,Pleno dia,Sol,Dupla,Interseção de Vias,Sim,Decrescente
750438,2026-02-06,sexta-feira,12:15:00,RJ,101.0,305,sao goncalo,-22.789248,-42.99875,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
750439,2026-02-06,sexta-feira,14:30:00,MG,381.0,654,santo antonio do amparo,-21.000738,-44.967655,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Saída de leito carroçável,Pleno dia,Nublado,Dupla,Aclive;Curva,Não,Decrescente
750440,2026-02-06,sexta-feira,09:00:00,RO,364.0,341,ji-parana,-10.886707,-61.93309,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão lateral mesmo sentido,Pleno dia,Sol,Simples,Curva,Sim,Crescente
750442,2026-02-06,sexta-feira,09:30:00,PE,116.0,5,salgueiro,-8.073458,-39.13179,9.0,0.0,0.0,Com Vítimas Feridas,Não,Demais falhas mecânicas ou elétricas,Incêndio,Pleno dia,Sol,Simples,Reta,Não,Decrescente
750443,2026-01-17,sábado,10:50:00,MG,381.0,497,betim,-19.97634,-44.19953,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Múltipla,Curva,Sim,Crescente
750444,2026-02-06,sexta-feira,13:20:00,RJ,493.0,99,seropedica,-22.747469,-43.699123,3.0,0.0,0.0,Com Vítimas Feridas,Não,Demais falhas mecânicas ou elétricas,Colisão traseira,Pleno dia,Sol,Dupla,Reta;Interseção de Vias,Não,Decrescente
750445,2026-01-06,terça-feira,17:30:00,SC,101.0,"114,3",itajai,-26.86486,-48.72945,0.0,3.0,3.0,Com Vítimas Fatais,Sim,Trafegar com motocicleta (ou similar) entre as faixas,Atropelamento de Pedestre,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Decrescente
750446,2026-02-06,sexta-feira,09:40:00,RO,174.0,14,vilhena,-12.7309,-60.129547,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
750447,2026-02-06,sexta-feira,10:00:00,MG,251.0,"491,8",francisco sa,-16.52826,-43.57756,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Saída de leito carroçável,Pleno dia,Garoa/Chuvisco,Simples,Declive,Não,Crescente
750448,2026-02-06,sexta-feira,13:40:00,BA,101.0,40,esplanada,-11.816929,-37.969814,0.0,0.0,1.0,Com Vítimas Fatais,Sim,Velocidade Incompatível,Colisão traseira,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
750449,2026-02-06,sexta-feira,15:00:00,SP,116.0,221,guarulhos,-23.468357,-46.50824,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Garoa/Chuvisco,Múltipla,Reta,Sim,Decrescente
750450,2026-02-06,sexta-feira,12:45:00,MG,354.0,"737,8",pouso alto,-22.204105,-44.96244,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Mal súbito do condutor,Derramamento de carga,Pleno dia,Nublado,Simples,Reta,Não,Decrescente
750451,2026-02-06,sexta-feira,14:20:00,PB,101.0,104,alhandra,-7.3044667,-34.94137,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Queda de ocupante de veículo,Pleno dia,Chuva,Dupla,Aclive,Não,Crescente
750452,2026-02-06,sexta-feira,15:30:00,RJ,116.0,177,sao joao de meriti,-22.783503,-43.380695,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão lateral mesmo sentido,Pleno dia,Nublado,Múltipla,Reta,Não,Crescente
750453,2026-02-06,sexta-feira,15:10:00,RS,472.0,"187,4",santo cristo,-27.837938,-54.631706,4.0,0.0,0.0,Com Vítimas Feridas,Não,Ausência de reação do condutor,Colisão traseira,Pleno dia,Céu Claro,Simples,Curva;Interseção de Vias;Declive,Não,Crescente
750454,2026-02-06,sexta-feira,14:10:00,RJ,116.0,276,barra mansa,-22.562,-44.167,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão lateral mesmo sentido,Pleno dia,Nublado,Dupla,Reta;Aclive,Sim,Crescente
750455,2026-02-06,sexta-feira,15:10:00,SP,101.0,16,ubatuba,-23.338032,-44.87792,0.0,0.0,0.0,Sem Vítimas,Não,Condutor Dormindo,Saída de leito carroçável,Pleno dia,Chuva,Simples,Reta,Não,Decrescente
750456,2026-02-06,sexta-feira,15:09:00,RJ,116.0,128,mage,-22.665442,-43.10717,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Engavetamento,Pleno dia,Nublado,Dupla,Reta,Sim,Crescente
750458,2026-02-06,sexta-feira,15:00:00,PR,272.0,380,araruna,-24.061195,-52.521053,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ultrapassagem Indevida,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750460,2026-02-06,sexta-feira,16:17:00,BA,324.0,526,feira de santana,-12.315227,-38.87857,0.0,3.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
750461,2026-02-06,sexta-feira,14:50:00,PR,116.0,112,curitiba,-25.556465,-49.27104,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
750462,2026-02-02,segunda-feira,18:40:00,PE,428.0,187,petrolina,-9.374516,-40.48784,6.0,0.0,0.0,Com Vítimas Feridas,Não,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Anoitecer,Céu Claro,Dupla,Curva;Rotatória,Sim,Decrescente
750463,2026-02-06,sexta-feira,15:50:00,SP,101.0,46,ubatuba,-23.42903,-45.081387,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Chuva,Simples,Reta,Sim,Decrescente
750464,2026-02-06,sexta-feira,16:15:00,SC,470.0,"65,7",indaial,-26.87093,-49.21896,12.0,0.0,0.0,Com Vítimas Feridas,Não,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta;Em Obras,Sim,Decrescente
750465,2026-02-06,sexta-feira,15:20:00,RO,364.0,"525,2",ariquemes,-9.83413,-63.06729,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Ultrapassagem Indevida,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
750466,2026-02-06,sexta-feira,16:30:00,MG,40.0,528,contagem,-19.913462,-44.040886,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Queda de ocupante de veículo,Pleno dia,Nublado,Dupla,Reta;Declive,Não,Decrescente
750467,2026-02-06,sexta-feira,15:30:00,PB,230.0,123,riachao do bacamarte,-7.247615,-35.679317,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Saída de leito carroçável,Anoitecer,Céu Claro,Dupla,Aclive,Não,Crescente
750468,2026-02-06,sexta-feira,15:30:00,MG,116.0,151,ponto dos volantes,-16.85906,-41.472958,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ultrapassagem Indevida,Colisão frontal,Pleno dia,Céu Claro,Simples,Curva,Não,Crescente
750469,2026-02-06,sexta-feira,16:45:00,SC,101.0,145,itapema,-27.085596,-48.607395,0.0,3.0,0.0,Com Vítimas Feridas,Sim,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Pleno dia,Sol,Dupla,Reta,Sim,Decrescente
750470,2026-02-06,sexta-feira,17:00:00,SC,282.0,18,palhoca,-27.672745,-48.694195,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
750471,2026-02-06,sexta-feira,16:40:00,SC,280.0,72,jaragua do sul,-26.45975,-49.14877,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ultrapassagem Indevida,Colisão frontal,Pleno dia,Céu Claro,Simples,Aclive;Reta,Sim,Crescente
750472,2026-02-06,sexta-feira,16:50:00,SC,101.0,146,itapema,-27.087961,-48.608986,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Transitar no Acostamento,Atropelamento de Pedestre,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
750473,2026-02-06,sexta-feira,17:20:00,PE,101.0,68,recife,-8.05395,-34.94609,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
750474,2026-02-06,sexta-feira,13:20:00,PA,316.0,93,sao francisco do para,-1.323783,-47.667717,0.0,9.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Saída de leito carroçável,Pleno dia,Chuva,Simples,Reta,Não,Decrescente
750475,2026-02-02,segunda-feira,20:30:00,PE,232.0,"506,2",salgueiro,-8.061033,-39.11509,0.0,0.0,0.0,Sem Vítimas,Não,Manobra de mudança de faixa,Colisão transversal,Plena Noite,Céu Claro,Simples,Reta,Sim,Crescente
750476,2026-02-06,sexta-feira,17:20:00,SP,381.0,58,mairipora,-23.289364,-46.58772,3.0,0.0,0.0,Com Vítimas Feridas,Não,Frear bruscamente,Engavetamento,Pleno dia,Chuva,Múltipla,Curva,Não,Decrescente
750477,2026-02-06,sexta-feira,17:10:00,RS,116.0,"259,5",canoas,-29.87215,-51.179504,12.0,0.0,0.0,Com Vítimas Feridas,Não,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Pleno dia,Nublado,Múltipla,Desvio Temporário;Curva;Em Obras,Sim,Decrescente
750478,2026-02-06,sexta-feira,16:20:00,RJ,493.0,122,itaguai,-22.885214,-43.824783,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Pleno dia,Nublado,Dupla,Reta,Sim,Decrescente
750479,2026-02-06,sexta-feira,16:00:00,RJ,101.0,257,rio bonito,-22.701637,-42.586872,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
750480,2026-02-06,sexta-feira,17:00:00,SP,116.0,204,aruja,-23.415174,-46.367485,6.0,0.0,0.0,Com Vítimas Feridas,Não,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Pleno dia,Garoa/Chuvisco,Múltipla,Reta,Sim,Decrescente
750481,2026-02-06,sexta-feira,15:55:00,MG,40.0,44,paracatu,-17.234749,-46.84781,5.0,5.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Nublado,Simples,Curva,Sim,Decrescente
750482,2026-02-06,sexta-feira,17:00:00,SP,153.0,61,sao jose do rio preto,-20.804365,-49.355965,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Sol,Dupla,Reta,Sim,Crescente
750483,2026-02-06,sexta-feira,14:30:00,RS,287.0,367,jaguari,-29.409119,-54.73255,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Curva,Não,Decrescente
750484,2026-02-06,sexta-feira,17:35:00,RS,153.0,"51,6",erechim,-27.655903,-52.272797,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Pleno dia,Céu Claro,Simples,Reta;Declive,Sim,Decrescente
750485,2026-02-06,sexta-feira,16:30:00,PR,116.0,112,curitiba,-25.553276,-49.27653,0.0,0.0,0.0,Sem Vítimas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Sol,Dupla,Reta,Sim,Crescente
750486,2026-02-06,sexta-feira,17:30:00,SC,282.0,"4,8",sao jose,-27.588257,-48.61008,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Crescente
750487,2026-02-06,sexta-feira,17:00:00,PE,407.0,126,petrolina,-9.385304,-40.527737,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
750488,2026-02-06,sexta-feira,17:25:00,RS,116.0,530,capao do leao,-31.760504,-52.438393,0.0,0.0,0.0,Sem Vítimas,Sim,Desrespeitar a preferência no cruzamento,Colisão transversal,Pleno dia,Céu Claro,Simples,Reta;Interseção de Vias,Não,Crescente
750489,2026-02-06,sexta-feira,17:00:00,DF,80.0,8,brasilia,-15.731128,-48.143887,0.0,0.0,6.0,Com Vítimas Fatais,Sim,Suicídio (presumido),Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750490,2026-02-06,sexta-feira,11:17:00,PA,163.0,14,novo progresso,-9.452006,-54.8591,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Animais na Pista,Tombamento,Pleno dia,Nublado,Simples,Reta,Não,Crescente
750491,2026-02-06,sexta-feira,17:20:00,RJ,101.0,326,niteroi,-22.871094,-43.15612,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Nublado,Dupla,Reta;Ponte,Sim,Crescente
750494,2026-02-06,sexta-feira,17:50:00,SC,470.0,"145,2",rio do sul,-27.233063,-49.672806,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
750495,2026-02-06,sexta-feira,17:50:00,ES,101.0,"438,2",mimoso do sul,-21.06814,-41.223286,0.0,0.0,1.0,Com Vítimas Fatais,Sim,Ultrapassagem Indevida,Colisão frontal,Pleno dia,Nublado,Simples,Reta,Não,Crescente
750496,2026-02-06,sexta-feira,18:20:00,SC,101.0,141,itapema,-27.058508,-48.59722,0.0,0.0,0.0,Sem Vítimas,Sim,Condutor usando celular,Colisão traseira,Pleno dia,Sol,Dupla,Reta,Sim,Crescente
750497,2026-02-06,sexta-feira,17:50:00,RJ,101.0,313,sao goncalo,-22.814266,-43.074493,4.0,4.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Anoitecer,Céu Claro,Dupla,Reta,Sim,Decrescente
750498,2026-02-06,sexta-feira,13:55:00,MT,163.0,694,sorriso,-13.0288105,-55.897934,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Pleno dia,Chuva,Simples,Rotatória,Não,Decrescente
750499,2026-02-06,sexta-feira,15:50:00,RS,480.0,"68,6",erechim,-27.633938,-52.339005,0.0,0.0,0.0,Sem Vítimas,Não,Reação tardia ou ineficiente do condutor,Colisão com objeto,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
750500,2026-02-06,sexta-feira,18:10:00,SC,101.0,113,itajai,-26.847082,-48.722294,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Anoitecer,Céu Claro,Múltipla,Reta,Sim,Decrescente
750501,2026-02-06,sexta-feira,18:30:00,MG,365.0,"827,8",santa vitoria,-18.891384,-50.16517,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Saída de leito carroçável,Anoitecer,Céu Claro,Simples,Reta,Não,Crescente
750502,2026-02-06,sexta-feira,18:00:00,SC,282.0,584,faxinal dos guedes,-26.861584,-52.237225,0.0,0.0,0.0,Sem Vítimas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Anoitecer,Céu Claro,Simples,Curva,Não,Crescente
750503,2026-02-06,sexta-feira,18:30:00,SP,116.0,155,sao jose dos campos,-23.24493,-45.92726,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acumulo de água sobre o pavimento,Colisão com objeto,Plena Noite,Chuva,Múltipla,Reta;Em Obras,Sim,Decrescente
750504,2026-02-06,sexta-feira,16:00:00,RO,364.0,540,alto paraiso,-9.716608,-63.11815,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Capotamento,Pleno dia,Céu Claro,Simples,Reta;Retorno Regulamentado;Rotatória,Não,Decrescente
750505,2026-02-06,sexta-feira,17:50:00,BA,116.0,7,vitoria da conquista,-14.840454,-40.888176,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Tombamento,Pleno dia,Céu Claro,Simples,Reta;Interseção de Vias,Não,Crescente
750506,2026-02-06,sexta-feira,18:50:00,PR,369.0,152,londrina,-23.292946,-51.175865,3.0,3.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Anoitecer,Céu Claro,Dupla,Reta,Sim,Decrescente
750507,2026-02-06,sexta-feira,18:30:00,PB,230.0,25,joao pessoa,-7.170026,-34.872295,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Colisão traseira,Plena Noite,Garoa/Chuvisco,Múltipla,Viaduto;Reta;Aclive,Sim,Crescente
750508,2026-02-06,sexta-feira,17:00:00,SE,101.0,120,itaporanga dajuda,-11.028578,-37.330315,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Curva;Aclive;Retorno Regulamentado,Não,Decrescente
750510,2026-02-06,sexta-feira,18:15:00,RJ,393.0,258,barra do pirai,-22.46877,-43.864525,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Plena Noite,Chuva,Simples,Reta,Não,Crescente
