id,data_inversa,dia_semana,horario,uf,br,km,municipio,latitude,longitude,feridos_leves,feridos_graves,mortos,classificacao_acidente,causa_principal,causa_acidente,tipo_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,sentido_via
742884,2026-01-01,quinta-feira,00:05:00,SC,101.0,145,itapema,-27.084768,-48.606358,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Plena Noite,Nublado,Dupla,Reta,Sim,Crescente
742885,2026-01-01,quinta-feira,00:20:00,PR,376.0,"639,3",tijucas do sul,-25.783081,-49.120914,0.0,0.0,0.0,Sem Vítimas,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Plena Noite,Nublado,Dupla,Reta;Aclive,Não,Decrescente
742888,2026-01-01,quinta-feira,00:05:00,MG,262.0,108,santo antonio do grama,-20.27039,-42.57028,0.0,0.0,0.0,Sem Vítimas,Sim,Animais na Pista,Atropelamento de Animal,Plena Noite,Céu Claro,Simples,Curva,Não,Decrescente
742889,2026-01-01,quinta-feira,00:10:00,PR,376.0,"174,4",maringa,-23.415747,-51.95414,3.0,3.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Interseção de Vias;Reta,Sim,Decrescente
742891,2026-01-01,quinta-feira,01:10:00,SC,101.0,164,tijucas,-27.243542,-48.63071,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Colisão traseira,Plena Noite,Nublado,Dupla,Ponte;Declive,Sim,Crescente
742892,2026-01-01,quinta-feira,01:30:00,MG,381.0,480,contagem,-19.958261,-44.058155,0.0,0.0,0.0,Sem Vítimas,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Plena Noite,Chuva,Múltipla,Curva,Não,Decrescente
742893,2026-01-01,quinta-feira,00:45:00,PE,232.0,251,arcoverde,-8.42342,-37.05349,2.0,0.0,0.0,Com Vítimas Feridas,Não,Ingestão de álcool pelo condutor,Colisão traseira,Plena Noite,Céu Claro,Simples,Reta,Sim,Crescente
742894,2026-01-01,quinta-feira,02:00:00,PR,376.0,650,tijucas do sul,-25.845106,-49.07222,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Garoa/Chuvisco,Dupla,Reta;Declive,Não,Decrescente
742896,2026-01-01,quinta-feira,01:45:00,SP,153.0,113,ubarana,-21.147148,-49.703747,0.0,0.0,0.0,Sem Vítimas,Não,Ingestão de álcool pelo condutor,Tombamento,Plena Noite,Nublado,Simples,Reta;Aclive,Não,Decrescente
742898,2026-01-01,quinta-feira,03:10:00,PR,369.0,"165,7",cambe,-23.295868,-51.301678,6.0,0.0,0.0,Com Vítimas Feridas,Não,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Plena Noite,Garoa/Chuvisco,Dupla,Reta,Sim,Decrescente
742899,2026-01-01,quinta-feira,03:20:00,RS,290.0,"178,1",butia,-30.135532,-51.998398,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Capotamento,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
742900,2026-01-01,quinta-feira,03:00:00,SC,101.0,"440,7",santa rosa do sul,-29.127956,-49.682175,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Capotamento,Plena Noite,Céu Claro,Múltipla,Reta,Não,Crescente
742901,2026-01-01,quinta-feira,03:15:00,PB,230.0,1,cabedelo,-6.976325,-34.83149,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Colisão com objeto,Amanhecer,Céu Claro,Simples,Reta,Sim,Crescente
742902,2026-01-01,quinta-feira,03:10:00,SC,101.0,58,araquari,-26.439508,-48.80195,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Queda de ocupante de veículo,Plena Noite,Chuva,Múltipla,Declive;Reta,Não,Decrescente
742905,2026-01-01,quinta-feira,03:30:00,PR,277.0,"664,4",matelandia,-25.253357,-53.995934,6.0,0.0,0.0,Com Vítimas Feridas,Não,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Reta,Não,Crescente
742906,2026-01-01,quinta-feira,02:40:00,PE,232.0,172,belo jardim,-8.338803,-36.36353,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Animais na Pista,Atropelamento de Animal,Amanhecer,Céu Claro,Simples,Reta,Não,Decrescente
742907,2026-01-01,quinta-feira,03:40:00,PB,230.0,83,caldas brandao,-7.163052,-35.34746,0.0,0.0,3.0,Com Vítimas Fatais,Sim,Acesso irregular,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Curva,Não,Crescente
742909,2026-01-01,quinta-feira,04:30:00,SC,282.0,"600,7",cunha pora,-26.810745,-53.167866,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Incêndio,Plena Noite,Garoa/Chuvisco,Simples,Reta,Não,Crescente
742910,2026-01-01,quinta-feira,05:00:00,MG,381.0,816,careacu,-22.038118,-45.684856,20.0,0.0,0.0,Com Vítimas Feridas,Não,Chuva,Capotamento,Amanhecer,Chuva,Dupla,Curva,Não,Decrescente
742911,2026-01-01,quinta-feira,04:10:00,SC,470.0,"86,2",rodeio,-26.949474,-49.35933,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão com objeto,Plena Noite,Chuva,Simples,Interseção de Vias,Não,Crescente
742912,2026-01-01,quinta-feira,04:10:00,PR,376.0,"591,8",curitiba,-25.429995,-49.366096,6.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Colisão com objeto,Amanhecer,Chuva,Dupla,Viaduto;Reta;Declive;Interseção de Vias,Sim,Decrescente
742914,2026-01-01,quinta-feira,05:30:00,PR,277.0,"111,9",curitiba,-25.438017,-49.36575,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Garoa/Chuvisco,Dupla,Curva,Não,Decrescente
742915,2026-01-01,quinta-feira,05:00:00,MG,153.0,"165,8",comendador gomes,-19.670727,-48.98735,0.0,0.0,0.0,Sem Vítimas,Sim,Condutor Dormindo,Saída de leito carroçável,Amanhecer,Céu Claro,Simples,Curva;Interseção de Vias,Não,Decrescente
742916,2026-01-01,quinta-feira,04:40:00,RS,448.0,22,porto alegre,-29.973267,-51.199112,0.0,0.0,1.0,Com Vítimas Fatais,Sim,Reação tardia ou ineficiente do condutor,Colisão com objeto,Plena Noite,Céu Claro,Dupla,Curva,Não,Crescente
742917,2026-01-01,quinta-feira,02:50:00,MG,381.0,478,contagem,-19.962221,-44.039013,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Pedestre andava na pista,Atropelamento de Pedestre,Plena Noite,Garoa/Chuvisco,Dupla,Reta,Sim,Decrescente
742918,2026-01-01,quinta-feira,05:00:00,MG,381.0,"492,4",betim,-19.961908,-44.161858,0.0,0.0,0.0,Sem Vítimas,Não,Estacionar ou parar em local proibido,Colisão traseira,Amanhecer,Céu Claro,Múltipla,Reta,Sim,Crescente
742919,2026-01-01,quinta-feira,04:00:00,PE,232.0,191,sanharo,-8.368075,-36.5687,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Curva acentuada,Colisão traseira,Pleno dia,Céu Claro,Simples,Curva,Sim,Crescente
742920,2026-01-01,quinta-feira,05:40:00,RJ,465.0,18,nova iguacu,-22.833368,-43.613934,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
742921,2026-01-01,quinta-feira,04:04:00,TO,153.0,155,araguaina,-7.291548,-48.28625,0.0,0.0,24.0,,Não,Iluminação deficiente,Queda de ocupante de veículo,Amanhecer,Céu Claro,Simples,Aclive;Reta,Não,Crescente
742923,2026-01-01,quinta-feira,04:30:00,AL,101.0,138,sao miguel dos campos,-9.795958,-36.108852,0.0,2.0,0.0,Com Vítimas Feridas,Não,Acessar a via sem observar a presença dos outros veículos,Atropelamento de Pedestre,Amanhecer,Céu Claro,Dupla,Reta,Sim,Crescente
742924,2026-01-01,quinta-feira,02:40:00,SP,381.0,13,braganca paulista,-22.933115,-46.469646,0.0,0.0,0.0,Sem Vítimas,Não,Condutor deixou de manter distância do veículo da frente,Capotamento,Plena Noite,Céu Claro,Dupla,Declive;Reta,Não,Decrescente
742925,2026-01-01,quinta-feira,05:03:00,RJ,40.0,123,duque de caxias,-22.803543,-43.290222,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Nublado,Dupla,Reta,Sim,Crescente
742926,2026-01-01,quinta-feira,05:00:00,TO,10.0,"453,7",palmas,-10.31339,-48.29715,0.0,0.0,6.0,Com Vítimas Fatais,Não,Ingestão de álcool pelo condutor,Colisão traseira,Amanhecer,Céu Claro,Dupla,Reta,Sim,Crescente
742927,2026-01-01,quinta-feira,05:30:00,PR,277.0,"77,8",curitiba,-25.482119,-49.193882,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Amanhecer,Garoa/Chuvisco,Dupla,Reta,Sim,Crescente
742929,2026-01-01,quinta-feira,04:30:00,GO,153.0,493,goiania,-16.642021,-49.20848,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Reta,Sim,Crescente
742930,2026-01-01,quinta-feira,01:45:00,MG,40.0,787,juiz de fora,-21.730999,-43.436893,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Curva,Não,Decrescente
742931,2026-01-01,quinta-feira,05:10:00,SP,101.0,25,ubatuba,-23.355967,-44.946014,4.0,0.0,0.0,Com Vítimas Feridas,Não,Curva acentuada,Queda de ocupante de veículo,Amanhecer,Céu Claro,Simples,Curva,Não,Decrescente
742933,2026-01-01,quinta-feira,05:50:00,SC,282.0,"646,1",sao miguel do oeste,-26.761848,-53.499657,8.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Capotamento,Amanhecer,Nublado,Simples,Aclive;Rotatória;Curva,Sim,Decrescente
742935,2026-01-01,quinta-feira,06:30:00,SC,101.0,"202,5",sao jose,-27.56128,-48.61657,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Decrescente
742937,2026-01-01,quinta-feira,05:20:00,PR,277.0,"6,7",paranagua,-25.560799,-48.583138,0.0,0.0,0.0,Sem Vítimas,Não,Chuva,Capotamento,Amanhecer,Chuva,Dupla,Reta,Sim,Crescente
742939,2026-01-01,quinta-feira,06:30:00,GO,40.0,"12,9",luziania,-16.151144,-47.939827,0.0,0.0,0.0,Sem Vítimas,Não,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Amanhecer,Céu Claro,Dupla,Reta,Sim,Crescente
742940,2026-01-01,quinta-feira,06:30:00,RS,285.0,"287,6",passo fundo,-28.236952,-52.331314,8.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
742941,2026-01-01,quinta-feira,07:00:00,PR,277.0,"36,7",morretes,-25.57271,-48.843056,4.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Tombamento,Pleno dia,Nublado,Dupla,Curva,Sim,Crescente
742942,2026-01-01,quinta-feira,06:40:00,MG,262.0,"146,1",rio casca,-20.024073,-42.74223,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Condutor Dormindo,Colisão frontal,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
742943,2026-01-01,quinta-feira,06:58:00,SC,101.0,193,biguacu,-27.489351,-48.65566,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Amanhecer,Nublado,Dupla,Curva,Sim,Crescente
742944,2026-01-01,quinta-feira,06:42:00,DF,20.0,43,brasilia,-15.56834,-47.450523,2.0,2.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Aclive;Reta,Não,Crescente
742946,2026-01-01,quinta-feira,06:20:00,MG,381.0,894,cambui,-22.581182,-46.045807,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão com objeto,Pleno dia,Céu Claro,Dupla,Reta;Aclive,Sim,Crescente
742947,2026-01-01,quinta-feira,07:05:00,DF,60.0,23,brasilia,-15.988927,-48.2263,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Aclive;Reta,Não,Decrescente
742948,2026-01-01,quinta-feira,00:30:00,PR,116.0,8,quatro barras,-25.370007,-49.118217,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Tombamento,Plena Noite,Garoa/Chuvisco,Dupla,Reta,Sim,Decrescente
742950,2026-01-01,quinta-feira,06:40:00,MG,381.0,778,campanha,-21.804451,-45.473927,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Capotamento,Pleno dia,Céu Claro,Dupla,Curva,Não,Decrescente
742951,2026-01-01,quinta-feira,07:20:00,RS,285.0,"367,8",saldanha marinho,-28.387035,-53.042774,0.0,0.0,0.0,Sem Vítimas,Não,Ingestão de álcool pelo condutor,Saída de leito carroçável,Pleno dia,Nublado,Simples,Curva;Declive,Não,Crescente
742952,2026-01-01,quinta-feira,08:30:00,SC,101.0,"200,7",sao jose,-27.54518,-48.6202,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Saída de leito carroçável,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Crescente
742953,2026-01-01,quinta-feira,07:40:00,MG,381.0,494,betim,-19.96561,-44.17592,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Colisão traseira,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Decrescente
742954,2026-01-01,quinta-feira,06:50:00,SC,101.0,283,imbituba,-28.227726,-48.701706,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
742955,2026-01-01,quinta-feira,08:10:00,PI,343.0,"339,1",teresina,-5.068117,-42.73208,0.0,0.0,0.0,Sem Vítimas,Sim,Manobra de mudança de faixa,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
742956,2026-01-01,quinta-feira,08:08:00,BA,324.0,2,feira de santana,-12.285542,-38.95336,1.0,1.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
742957,2026-01-01,quinta-feira,07:30:00,MG,262.0,"876,7",campo florido,-19.76855,-48.57772,0.0,0.0,0.0,Sem Vítimas,Não,Conversão proibida,Colisão com objeto,Pleno dia,Céu Claro,Simples,Reta;Interseção de Vias,Sim,Crescente
742959,2026-01-01,quinta-feira,08:10:00,MS,163.0,823,sonora,-17.722507,-54.75555,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
742960,2026-01-01,quinta-feira,06:17:00,MT,163.0,1044,matupa,-10.143306,-54.930756,0.0,6.0,0.0,Com Vítimas Feridas,Não,Ultrapassagem Indevida,Colisão frontal,Amanhecer,Sol,Simples,Reta,Não,Decrescente
742961,2026-01-01,quinta-feira,07:20:00,PR,116.0,26,guaraquecaba,-25.1125,-48.47638,3.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Pleno dia,Garoa/Chuvisco,Simples,Curva,Não,Decrescente
742962,2026-01-01,quinta-feira,06:25:00,PE,407.0,119,petrolina,-9.347914,-40.554054,0.0,0.0,2.0,Com Vítimas Fatais,Sim,Ingestão de álcool pelo condutor,Atropelamento de Pedestre,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
742963,2026-01-01,quinta-feira,07:00:00,PI,402.0,75,luis correia,-3.083721,-41.447666,0.0,2.0,0.0,Com Vítimas Feridas,Não,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
742964,2026-01-01,quinta-feira,07:05:00,PR,277.0,"567,5",cascavel,-25.043535,-53.253754,12.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
742965,2026-01-01,quinta-feira,07:30:00,RJ,101.0,391,rio de janeiro,-22.88519,-43.7158,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
742966,2026-01-01,quinta-feira,09:30:00,SC,282.0,"4,4",sao jose,-27.590464,-48.608074,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Crescente
742967,2026-01-01,quinta-feira,07:20:00,PA,230.0,8,altamira,-3.1922402,-52.217712,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Nublado,Simples,Reta,Sim,Crescente
742968,2026-01-01,quinta-feira,08:10:00,MA,135.0,20,sao luis,-2.5658627,-44.328285,0.0,24.0,0.0,Com Vítimas Feridas,Não,Condutor Dormindo,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
742970,2026-01-01,quinta-feira,03:29:00,MT,364.0,467,varzea grande,-15.423462,-56.344543,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
742971,2026-01-01,quinta-feira,08:50:00,SP,116.0,568,barra do turvo,-25.05566,-48.5546,2.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Colisão com objeto,Pleno dia,Céu Claro,Dupla,Declive;Curva,Não,Decrescente
742972,2026-01-01,quinta-feira,09:10:00,MS,163.0,739,coxim,-18.412,-54.681,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Tombamento,Pleno dia,Céu Claro,Simples,Aclive,Não,Decrescente
742973,2026-01-01,quinta-feira,09:45:00,MA,316.0,"421,3",peritoro,-4.356755,-44.362926,4.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Eventos atípicos,Pleno dia,Nublado,Simples,Ponte,Não,Decrescente
742974,2026-01-01,quinta-feira,07:34:00,MG,365.0,748,ituiutaba,-18.94827,-49.7666,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Aclive;Curva,Não,Crescente
742976,2026-01-01,quinta-feira,11:23:00,RS,290.0,250,cachoeira do sul,-30.23727,-52.725388,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
742977,2026-01-01,quinta-feira,10:00:00,ES,101.0,48,conceicao da barra,-18.566898,-39.898422,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Pleno dia,Sol,Simples,Reta,Não,Crescente
742978,2026-01-01,quinta-feira,10:45:00,GO,70.0,2,aguas lindas de goias,-15.763806,-48.230724,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Dupla,Curva,Sim,Decrescente
742980,2026-01-01,quinta-feira,11:45:00,PE,101.0,"162,8",gameleira,-8.55065,-35.44565,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Colisão com objeto,Pleno dia,Nublado,Dupla,Reta;Ponte,Não,Decrescente
742981,2026-01-01,quinta-feira,07:40:00,SC,101.0,254,paulo lopes,-27.9825,-48.679382,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Múltipla,Interseção de Vias,Sim,Crescente
742982,2026-01-01,quinta-feira,06:25:00,MT,163.0,936,itauba,-11.005538,-55.248398,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Amanhecer,Nublado,Simples,Declive;Reta,Sim,Crescente
742984,2026-01-01,quinta-feira,13:00:00,SC,470.0,"136,2",rio do sul,-27.184185,-49.603817,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
742985,2026-01-01,quinta-feira,12:00:00,MG,365.0,"393,4",patos de minas,-18.63407,-46.3586,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Colisão frontal,Pleno dia,Chuva,Simples,Aclive;Curva,Não,Decrescente
742986,2026-01-01,quinta-feira,09:00:00,PR,373.0,423,candoi,-25.70496,-52.174072,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Pleno dia,Chuva,Simples,Aclive;Curva,Não,Decrescente
742987,2026-01-01,quinta-feira,13:30:00,GO,40.0,"103,7",cristalina,-16.812437,-47.559093,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Colisão traseira,Pleno dia,Nublado,Simples,Reta,Não,Decrescente
742988,2026-01-01,quinta-feira,09:30:00,MG,153.0,"245,5",fronteira,-20.294924,-49.20515,0.0,0.0,0.0,Sem Vítimas,Sim,Frear bruscamente,Incêndio,Pleno dia,Céu Claro,Simples,Aclive;Curva,Não,Decrescente
742989,2026-01-01,quinta-feira,12:50:00,ES,262.0,"107,9",venda nova do imigrante,-20.333803,-41.16343,0.0,4.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Tombamento,Pleno dia,Sol,Simples,Reta,Sim,Decrescente
742990,2026-01-01,quinta-feira,09:20:00,MA,222.0,609,acailandia,-4.70253,-46.99095,6.0,2.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Tombamento,Pleno dia,Céu Claro,Simples,Reta;Declive,Não,Crescente
742991,2026-01-01,quinta-feira,13:55:00,RS,101.0,"72,9",osorio,-29.772688,-50.21832,8.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Colisão com objeto,Pleno dia,Sol,Dupla,Curva,Não,Crescente
742992,2026-01-01,quinta-feira,13:50:00,PE,101.0,"21,9",goiana,-7.675814,-34.928787,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
742993,2026-01-01,quinta-feira,10:35:00,BA,116.0,386,santa barbara,-11.904926,-38.982754,0.0,0.0,0.0,Sem Vítimas,Não,Acostamento em desnível,Colisão transversal,Pleno dia,Sol,Simples,Aclive,Não,Decrescente
742994,2026-01-01,quinta-feira,11:15:00,RO,364.0,14,vilhena,-12.738848,-60.14086,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Tombamento,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
742995,2026-01-01,quinta-feira,14:30:00,PE,408.0,87,sao lourenco da mata,-8.01835,-35.04179,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
742997,2026-01-01,quinta-feira,15:07:00,MA,316.0,"547,2",caxias,-4.88021,-43.38681,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
742998,2026-01-01,quinta-feira,15:00:00,ES,101.0,"364,6",anchieta,-20.731,-40.745,0.0,0.0,0.0,Sem Vítimas,Sim,Condutor Dormindo,Colisão com objeto,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
742999,2026-01-01,quinta-feira,13:30:00,PR,376.0,"221,5",jandaia do sul,-23.594194,-51.615143,2.0,2.0,0.0,Com Vítimas Feridas,Sim,Chuva,Colisão com objeto,Pleno dia,Chuva,Dupla,Curva,Não,Crescente
743000,2026-01-01,quinta-feira,13:45:00,RS,290.0,"50,5",glorinha,-29.908592,-50.762947,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Avarias e/ou desgaste excessivo no pneu,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
743001,2026-01-01,quinta-feira,14:55:00,SC,101.0,127,itajai,-26.970154,-48.68341,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Transitar no Acostamento,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
743003,2026-01-01,quinta-feira,13:46:00,SC,101.0,407,ararangua,-28.918898,-49.48962,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acumulo de água sobre o pavimento,Capotamento,Pleno dia,Chuva,Dupla,Reta,Não,Crescente
743005,2026-01-01,quinta-feira,15:50:00,PR,277.0,"35,2",morretes,-25.57417,-48.82867,4.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Queda de ocupante de veículo,Pleno dia,Sol,Dupla,Aclive;Curva,Não,Crescente
743006,2026-01-01,quinta-feira,15:35:00,RS,290.0,"59,9",gravatai,-29.925095,-50.857765,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Estacionar ou parar em local proibido,Colisão traseira,Pleno dia,Sol,Dupla,Reta,Não,Decrescente
743007,2026-01-01,quinta-feira,16:00:00,MG,381.0,351,joao monlevade,-19.838594,-43.183434,0.0,0.0,0.0,Sem Vítimas,Não,Ingestão de álcool pelo condutor,Colisão traseira,Pleno dia,Nublado,Simples,Reta,Sim,Crescente
743008,2026-01-01,quinta-feira,11:54:00,SC,153.0,"44,4",vargem bonita,-26.88491,-51.75847,18.0,0.0,0.0,Com Vítimas Feridas,Não,Pista Escorregadia,Tombamento,Pleno dia,Chuva,Simples,Curva,Não,Crescente
743009,2026-01-01,quinta-feira,13:20:00,MT,364.0,"331,5",santo antonio do leverger,-15.831585,-55.43873,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Saída de leito carroçável,Pleno dia,Chuva,Dupla,Declive;Curva,Não,Crescente
743010,2026-01-01,quinta-feira,16:30:00,SP,101.0,42,ubatuba,-23.414204,-45.05554,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
743011,2026-01-01,quinta-feira,15:20:00,MG,381.0,"799,1",sao goncalo do sapucai,-21.907375,-45.55893,9.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Colisão com objeto,Pleno dia,Chuva,Dupla,Curva,Não,Crescente
